#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
203,"Televised","HUNNY",59,108,"indie pop, modern alternative rock, modern rock","Rock","Windows I",2017-05-26,3:14,59,75,0,0,43,0,10,-8,G#/A♭ Major,4,2021-09-29,35Ki1lvKPC2sFBD3GmKdRG,"Epitaph",4B,https://p.scdn.co/mp3-preview/3010096f89d40518bf57727413becb1f7bdee923?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485199727dda116d38c439bc59cf
204,"The Kill","Thirty Seconds To Mars",72,183,"modern rock, post-grunge, rock","Rock, Metal","A Beautiful Lie",2005-01-01,3:51,18,91,0,0,29,0,50,-4,E Minor,3,2021-10-01,0lP4HYLmvowOKdsQ7CVkuq,"Virgin Records",9A,,https://i.scdn.co/image/ab67616d00004851865b538169f199dac610b854
205,"Lisa Baby","WALK THE MOON",32,93,"dance rock, indie poptimism, modern alternative rock, modern rock, pop rock, rock","Rock, Pop","Walk The Moon",2012-06-19,3:52,51,84,0,51,64,0,20,-7,F Major,4,2021-10-03,0obyZJdAvDvhtvudGsNjvS,"RCA Records Label",7B,https://p.scdn.co/mp3-preview/455a3f7b819c4529167d03b184f938d5886804b5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517f768e99c363b6ee0995556e
206,"Virginia Moon","Foo Fighters",47,126,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock","Metal, Rock","In Your Honor",2005-06-14,3:49,64,36,81,0,26,0,10,-13,B Major,4,2021-10-03,2Ei5auE9kCmwKB2JZtKPKO,"RCA Records Label",1B,https://p.scdn.co/mp3-preview/dc237b068a0f4978ad95ed534bb39fa287bc4781?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516c44679425e2695001b35d72
207,"Rope","Foo Fighters",56,138,"alternative metal, alternative rock, modern rock, permanent wave, post-grunge, rock","Metal, Rock","Wasting Light",2011-04-12,4:19,51,73,0,0,54,0,0,-5,B Minor,4,2021-10-03,7v0mtl6oInUtHOmTk2b0gC,"RCA Records Label",10A,https://p.scdn.co/mp3-preview/2e0ad827b19098c51bb6bd955e2036c633da74d1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cdac19bbaee5cc123edcc26f
208,"Lithium","Nirvana",67,123,"alternative rock, grunge, permanent wave, rock","Rock","Nevermind (Remastered)",1991-09-26,4:17,68,66,0,0,49,0,0,-6,G Major,4,2021-10-03,2YodwKJnbPyNKe8XXSE9V7,"Geffen",9B,,https://i.scdn.co/image/ab67616d00004851e175a19e530c898d167d39bf
209,"Savior","Rise Against",72,112,"chicago hardcore, chicago punk, hardcore punk, punk","Rock, Metal","Appeal To Reason",2008-01-01,4:02,55,93,0,0,48,0,40,-3,F Minor,4,2021-10-03,1vcxF91pWs9uNwDROuiCPB,"Geffen",4A,,https://i.scdn.co/image/ab67616d00004851eaa10fffa60de320846c28be
210,"Swing Life Away","Rise Against",54,185,"chicago hardcore, chicago punk, hardcore punk, punk","Rock, Metal","Siren Song Of The Counter-Culture",2004-01-01,3:20,48,43,54,0,79,0,0,-7,F#/G♭ Major,3,2021-10-03,6GrrkiCRO3HYdgRpO4eKEL,"Geffen",2B,,https://i.scdn.co/image/ab67616d0000485167c0f3ea102cf9b57c10fa58
211,"Prayer Of The Refugee","Rise Against",63,196,"chicago hardcore, chicago punk, hardcore punk, punk","Rock, Metal","The Sufferer & The Witness",2006-01-01,3:19,20,98,0,0,39,10,20,-3,D#/E♭ Minor,4,2021-10-03,4OSbctVD37ycS0H3rwRm72,"Geffen",2A,,https://i.scdn.co/image/ab67616d0000485190fef039e01409cb5a8d560c
212,"Safe Home","Anthrax",35,76,"album rock, alternative metal, hard rock, metal, nu metal, old school thrash, rap metal, rock, speed metal, thrash metal","Rock, Metal","We've Come for You All",2003-05-06,5:10,36,97,0,0,40,10,10,-4,C♯/D♭ Major,4,2021-10-03,6GWKWQjzO1BAKn8R5IK94B,"Megaforce +",3B,https://p.scdn.co/mp3-preview/4d0b8d2a92d81767833b3406afa999b8e9963967?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485186d31cc40cb8627852c2ca69
213,"Misread","Kings of Convenience",56,161,"bergen indie, melancholia, norwegian indie","Dance/Electronic, Folk/Acoustic","Riot On An Empty Street",2004-01-01,3:08,64,63,73,51,90,0,10,-10,F#/G♭ Major,4,2021-10-04,3hxoYmSHzIBwSS2bPTOfbg,"Source UK",2B,,https://i.scdn.co/image/ab67616d00004851d71c263a42991967290401af
214,"I'd Rather Dance With You","Kings of Convenience",49,142,"bergen indie, melancholia, norwegian indie","Dance/Electronic, Folk/Acoustic","Riot On An Empty Street",2004-01-01,3:29,84,83,33,6,97,0,10,-6,C Minor,4,2021-10-04,4hGOhC87bn7JBdYykOJJvJ,"Source UK",5A,,https://i.scdn.co/image/ab67616d00004851d71c263a42991967290401af
215,"too easy","Gunna,Future",58,156,"atl hip hop, hip hop, melodic rap, rap, trap, southern hip hop","Hip Hop","too easy",2021-09-24,2:18,80,57,2,0,31,10,10,-7,C♯/D♭ Major,4,2021-10-05,4eL3XeuGaEoVT8ttDh3hwY,"300 Entertainment",3B,https://p.scdn.co/mp3-preview/e7597592f732573761af4fb110a44180f156c956?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516495934e11205a7097fe36b2
216,"GfC","Albert Hammond Jr",25,130,"indie rock, modern rock, rock","Rock","Como Te Llama?",2008-07-08,3:08,61,82,2,26,37,0,10,-6,C Major,4,2021-10-05,2wm3tJarIFNydVe0lRiBN9,"Black Seal",8B,https://p.scdn.co/mp3-preview/1168012f4459e0cfecad7d785ab3d5b665b0d466?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510498baacbac5473b9bc23b1c
217,"Zoom","Last Dinosaurs",33,123,"australian indie","Dance/Electronic","In A Million Years (Tour Edition)",2012-01-01,4:00,47,75,0,0,54,0,30,-5,G Major,4,2021-10-05,7gAksF3o6XoMUG2cPdmkF6,"Dew Process",9B,,https://i.scdn.co/image/ab67616d0000485136ab67d27999c9fb2b884da1
218,"Backyards","Freddie Joachim,Natalie Oliveri",8,92,"ambeat, chillhop, jazz boom bap, ","Hip Hop, Dance/Electronic","Beyond the Sea of Trees",2019-05-24,3:30,75,90,6,54,95,0,10,-2,A#/B♭ Minor,4,2021-10-09,1wLTCCBUBp1mX8pJkvehAt,"Jakarta",3A,,https://i.scdn.co/image/ab67616d00004851f15612ff4dd827368ba6c99e
219,"falling down","Nohidea",0,80,"chillhop, lo-fi beats, lo-fi chill, lo-fi rap, sad lo-fi","Dance/Electronic, Pop","Esuna",2017-08-06,1:36,78,32,91,16,53,20,30,-16,F#/G♭ Major,4,2021-10-09,0ASYuzPsTBA6ZmIsuvNZby,"Ploom",2B,,https://i.scdn.co/image/ab67616d00004851a22ba709c4fdec83cfa69fd2
220,"New Friends","Shindig",0,162,"","","Feel Trip, Vol. 2",2016-12-19,3:12,68,77,7,63,73,10,10,-6,D Major,4,2021-10-09,3KPkEnkKQqSslGs7yVfalP,"Night Owl Collective",10B,,https://i.scdn.co/image/ab67616d000048511e01d638d164d1806c30a244
221,"Fireflies","Uppermost",24,125,"complextro, electro house","Dance/Electronic","Painted Stories",2021-02-12,4:17,62,60,50,94,48,0,10,-11,F Minor,4,2021-10-09,1sq12BMzeX4BSZcULV3l16,"Uppwind Records",4A,https://p.scdn.co/mp3-preview/fe5cf26553902450410596fd12e5a9acb31608a6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518e7d550047d1e81d61914171
222,"Camaro 69","Two Hidden Labs",0,194,"","","12 Beats from the Lab",2021-03-01,2:43,45,72,1,86,39,10,20,-7,F#/G♭ Minor,4,2021-10-09,68laof7cr7g0jC7uJym5X1,"Montmorency Records",11A,https://p.scdn.co/mp3-preview/9fa671f4badb87c9d9d4bbe3df250646d241567f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485127f383be6ac0d40b4575a0ae
223,"Love Streams","Two Hidden Labs",0,92,"","","12 Beats from the Lab",2021-03-01,2:57,62,77,4,89,54,0,10,-5,C♯/D♭ Minor,4,2021-10-09,3z4LE6zNLpblGHei1BuI83,"Montmorency Records",12A,https://p.scdn.co/mp3-preview/a5fd196481043bffed7324d61adab1f38231effa?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485127f383be6ac0d40b4575a0ae
224,"Chapter One","Two Hidden Labs",0,172,"","","12 Beats from the Lab",2021-03-01,2:39,60,90,1,87,53,0,10,-8,G#/A♭ Minor,4,2021-10-09,0uGgKE8TJqHdfe6fxlLiGr,"Montmorency Records",1A,https://p.scdn.co/mp3-preview/7bffb7e8ed7df3824286e67e90b2365aa24df090?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485127f383be6ac0d40b4575a0ae
225,"Salted Caramel","Andrew Applepie",28,164,"","","2019",2019-12-27,3:26,77,51,41,7,91,10,0,-8,G Minor,4,2021-10-09,5azluAJS5LKPGvrFYnn51I,"Fett Music",6A,https://p.scdn.co/mp3-preview/d16dd3627972dbdef85954314eb193ca15afe2eb?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d1eef2117fdab862f0595e63
226,"One More Song For You","Andrew Applepie",13,92,"","","Hate To Say I Told You So",2020-05-15,2:36,64,64,18,0,51,0,10,-6,G#/A♭ Major,4,2021-10-09,2i3uDYZFxhWs4WqaBbV9UP,"Fett Music",4B,https://p.scdn.co/mp3-preview/2fb43e727caf448282d14b8346274eed410311c2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518f9f933603d7c152657fbdd3
227,"All About Money","Andrew Applepie",5,90,"","","Hate To Say I Told You So",2020-05-15,2:53,58,93,7,48,49,0,10,-4,C Major,4,2021-10-09,4o3AVFPClhwdNa8ddO26Ad,"Fett Music",8B,https://p.scdn.co/mp3-preview/17f70c723a07d9ca87b17d91a972a6dc1a9a9a63?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048518f9f933603d7c152657fbdd3
228,"Big Dreams","Bakar",48,180,"uk alternative hip hop","Hip Hop","Badkid",2018-05-22,2:33,64,89,0,0,53,0,0,-6,B Minor,4,2021-10-15,0I6rPjtBatbnqWzqvQhvp4,"bash*",10A,https://p.scdn.co/mp3-preview/2fbbfd820d7b1c2951cfc9897c06a04264d9da3c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485117fa66a262af06296bbd9d83
229,"Ugly","The Exies",54,170,"alternative metal, christian rock, nu metal, post-grunge, rap rock","Metal, Rock","Head For The Door",2004-01-01,3:18,21,94,0,0,17,10,10,-3,F Minor,4,2021-10-17,1NoE1pEKbjVDmwLvrMsoop,"Virgin Records",4A,,https://i.scdn.co/image/ab67616d00004851e8a692d0ed4d904574f5aac7
230,"Howl","The Technicolors",8,174,"modern alternative rock, modern rock, phoenix indie","Rock","Nightvisions",2021-09-03,3:23,20,67,0,0,27,0,20,-6,F#/G♭ Major,4,2021-10-17,0MgSOy8D0UVHddW8EHF4fH,"The Technicolors",2B,https://p.scdn.co/mp3-preview/0b2a004976845bbf15c08939d66754fcf05928f8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485129a5332ba6e5d6b0a751fa3a
231,"Dress Up For You","The Technicolors",9,97,"modern alternative rock, modern rock, phoenix indie","Rock","Nightvisions",2021-09-03,3:43,75,50,12,0,71,0,10,-5,G#/A♭ Major,4,2021-10-17,6jF27IjhMd5xDchQ0piLtC,"The Technicolors",4B,https://p.scdn.co/mp3-preview/461a9ba51d0f94aeff9a374aa335eb8ffbede26c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485129a5332ba6e5d6b0a751fa3a
232,"Cry Out for Me","DREAMERS",29,130,"indie poptimism, modern alternative rock, modern rock, rock","Pop, Rock","This Album Does Not Exist",2016-08-26,3:14,63,78,0,0,65,0,40,-4,G Major,4,2021-10-17,6ktLXrudYZ8PjQvu2Ncoth,"Fairfax Recordings",9B,,https://i.scdn.co/image/ab67616d000048513035f006f639105b154a939d
233,"Reckless Tongue","Airways",53,86,"english indie rock, modern alternative rock, modern rock","Rock","Reckless Tongue",2017-03-17,2:58,53,89,0,0,81,0,20,-5,B Minor,4,2021-10-17,2JG9Gdo54L72gepntVPZQ4,"Airways",10A,https://p.scdn.co/mp3-preview/53f1b7c5f66483ea6b292e5dea8a7875f8463281?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512e0a63af359dc386c98336de
234,"All Washed Out","DREAMERS",41,101,"indie poptimism, modern alternative rock, modern rock, rock","Pop, Rock","FLY",2018-09-07,3:42,63,70,0,0,36,0,10,-5,E Minor,4,2021-10-17,03kgiS0813IuHfVMZix7hT,"Fairfax Recordings",9A,,https://i.scdn.co/image/ab67616d00004851d9872f5beb8bfa1fb170f826
235,"Butch","Saint Motel",45,97,"la indie, modern alternative rock, modern rock","Pop, Rock","ForPlay",2009-09-08,3:18,50,73,15,0,30,0,20,-5,D Major,4,2021-10-17,5ZQWNRoJsfkByZFHqCB92J,"OnThe Records",10B,https://p.scdn.co/mp3-preview/655c37e59da25b761bb507fb0a468b79a5317a50?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851454b2926f7bac7ecaac8de2d
236,"To My Enemies","Saint Motel",43,93,"la indie, modern alternative rock, modern rock","Pop, Rock","ForPlay",2009-09-08,4:19,53,82,1,0,74,0,0,-4,A Major,4,2021-10-17,0sotNFiKgorDdcsIKQDi5r,"OnThe Records",11B,https://p.scdn.co/mp3-preview/c8b957bb747eaeaab9e1782e227d6952c916912a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851454b2926f7bac7ecaac8de2d
237,"For Elise","Saint Motel",55,153,"la indie, modern alternative rock, modern rock","Pop, Rock","saintmotelevision",2016-10-21,3:23,49,50,24,0,26,0,10,-6,A#/B♭ Major,4,2021-10-17,6i40XRqEwHAnSxwZWasMRp,"Elektra (NEK)",6B,https://p.scdn.co/mp3-preview/89ad72225536092e8356a4ad01dcf6ff61f1c29b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485125dd1a3969c0912291b6fc7b
238,"Way It Goes","Hippo Campus",58,120,"indie pop, indie poptimism, indie rock, minneapolis indie, modern alternative rock, modern rock","Rock, Pop","Landmark",2017-02-24,4:05,54,91,2,0,52,0,30,-4,A Major,4,2021-10-17,6CES1554HcWMIVroJfmmBm,"Grand Jury (RED)",11B,https://p.scdn.co/mp3-preview/91669f5eaaaa067490d07b0de4d13e0648b7155e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d65c698f7b03031930a2a570
239,"From Finish to Starting Line","Counterfit",6,140,"","","From Finish to Starting Line",2001-06-01,3:54,55,50,0,0,48,0,0,-9,B Minor,3,2021-10-19,7cso45ExQPfQn9lYyXV9Ci,"Negative Progression Records",10A,https://p.scdn.co/mp3-preview/08f20159cd4a4948056e644b6bb535d7f7b59460?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485154c97bc8bc1f6f3fcdde4466
240,"I'm Yours","Jason Mraz",76,151,"acoustic pop, neo mellow, pop, pop rock","Pop, Folk/Acoustic","We Sing. We Dance. We Steal Things.",2008-05-12,4:02,70,44,56,0,71,0,10,-9,B Major,4,2021-10-19,1EzrEOXmMH3G43AXT1y7pA,"Atlantic Records/ATG",1B,https://p.scdn.co/mp3-preview/28154061cbfda9d551fc0864f9e95602cd48c9e2?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510f2e51f7121539e221c51161
241,"Julep","Punch Brothers",44,106,"banjo, bluegrass, indie folk, mandolin, new americana, progressive bluegrass","Country, Folk/Acoustic","The Phosphorescent Blues",2015-01-23,5:26,68,22,90,10,31,0,10,-14,B Minor,4,2021-10-21,5a4ZTEMp6wULHTEzJclKxt,"Nonesuch",10A,https://p.scdn.co/mp3-preview/fe1ddd21bcca96929eee6b84a0b2a4ac84bf9e5c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512f6904c2caa80322f5cb2222
242,"Lucky","Jason Mraz,Colbie Caillat",70,130,"acoustic pop, neo mellow, pop, pop rock, dance pop, post-teen pop","Pop, Folk/Acoustic","We Sing. We Dance. We Steal Things.",2008-05-12,3:09,63,41,29,0,67,0,10,-9,C Major,4,2021-10-21,0IktbUcnAGrvD03AWnz3Q8,"Atlantic Records/ATG",8B,https://p.scdn.co/mp3-preview/a89bf59628fb81ad8cf114a960fe7492de38ba31?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510f2e51f7121539e221c51161
243,"Bubbly","Colbie Caillat",63,128,"dance pop, neo mellow, pop, pop rock, post-teen pop","Pop, Folk/Acoustic","Coco",2007-01-01,3:16,70,47,60,0,25,0,10,-7,A Major,4,2021-10-21,0rFOs9paloAvEtzwDX1Kmc,"Universal Records",11B,,https://i.scdn.co/image/ab67616d00004851d8126126dc45e87c32ad916d
244,"Tongue Tied","Verzache",32,143,"lo-fi chill","Pop","My Head is a Moshpit",2021-03-05,3:22,70,52,15,0,92,10,10,-7,F#/G♭ Major,4,2021-10-21,39QuzUXccJzuGuXLlKTbdY,"Verzache Music, Inc.",2B,,https://i.scdn.co/image/ab67616d000048513db806083e3b649f1d969a4e
245,"Evil","Verzache",21,101,"lo-fi chill","Pop","My Head is a Moshpit",2021-03-05,3:29,76,51,31,0,62,0,10,-7,E Minor,4,2021-10-21,5xjouZNiq9ZPyQaYZvf6K9,"Verzache Music, Inc.",9A,,https://i.scdn.co/image/ab67616d000048513db806083e3b649f1d969a4e
246,"Someone To Spend Time With","Los Retros",69,90,"latinx alternative","Latin","Someone To Spend Time With",2019-02-12,2:53,82,46,5,26,96,0,10,-13,A Major,4,2021-10-21,6SE4JAo7T8C7XkFka5bbga,"Stones Throw Records",11B,https://p.scdn.co/mp3-preview/e16022c68ced19b1ff1d6875474ec213c1c6a601?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a1f060b534d1d9c859acc73f
247,"Ghostride","Crumb",67,87,"indie garage rock, neo-psychedelic","Rock, Folk/Acoustic","Jinx",2019-06-14,2:06,67,35,52,82,45,0,10,-9,D Major,4,2021-10-22,0R3TWpoxAhT3HDXM7tpRzS,"Crumb Records",10B,https://p.scdn.co/mp3-preview/ad88c0ef62aa650f1b53d7adb5d5bf15bbebff91?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048516d9fb491fa8815157aa54a84
248,"Plants","Crumb",54,81,"indie garage rock, neo-psychedelic","Rock, Folk/Acoustic","Locket",2017-06-23,3:11,49,41,61,50,22,0,10,-11,B Minor,4,2021-10-22,0vMr3GXZJi1IIIWE8bBJuZ,"Crumb Records",10A,https://p.scdn.co/mp3-preview/255555eef74df5a1f4bfddc207bdc0a56084bd26?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514909d4c4d0043ce7f5840829
249,"Bones","Crumb",53,91,"indie garage rock, neo-psychedelic","Rock, Folk/Acoustic","Crumb",2016-09-06,3:13,51,60,19,38,41,0,50,-10,B Minor,4,2021-10-22,5JCiqYJxcK4XO1mbQyPNdk,"Crumb Records",10A,https://p.scdn.co/mp3-preview/bceea9772cef0062709439542c23d7343920dfbd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485181ba6b8313211bef29a4cf6d
250,"All I Need (DJ-Kicks) - Edit","Jayda G",0,120,"canadian electronic","Dance/Electronic","All I Need (DJ-Kicks)",2021-04-09,3:39,69,89,2,83,86,0,0,-9,C Major,4,2021-10-24,52t3lx38kiruAIGY2gISfc,"!K7 Records",8B,,https://i.scdn.co/image/ab67616d00004851093833122d320a5ea89fb00f
251,"Trans Love Vibration (Eris Goes to Church)","Eris Drew",33,120,"experimental house, float house","New age, Dance/Electronic","Devotion",2018-10-26,5:04,80,62,12,82,22,0,0,-11,C Major,4,2021-10-24,2pu66iltKEpEmVx1aK8wRh,"Naive",8B,https://p.scdn.co/mp3-preview/ac614f85cad8d9249dd1ed5db87b6d7fed32f0c7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485109e9e2c7d79521350bd3c7cc
252,"How Long Have You Been Away?","kryptogram",55,123,"disco house, ukg revival","Dance/Electronic","krypt. vol2",2021-04-30,3:28,81,75,3,50,85,0,0,-6,B Minor,4,2021-10-25,5H7NVUGfw8fstj1LWJ0wXo,"kryptogram",10A,https://p.scdn.co/mp3-preview/7f326a1901093fdd049e03cce206da619d4e8ef0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c9e2254e394da87c95c3472b
253,"Pourin'","kryptogram",15,123,"disco house, ukg revival","Dance/Electronic","Neo1",2018-10-11,3:59,77,72,19,8,73,0,20,-9,F#/G♭ Minor,4,2021-10-25,2lwE0s4ldhKHiP0Ti1Hx7Q,"kryptogram",11A,https://p.scdn.co/mp3-preview/55590e604b8d7f69066b79de584a357082969766?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851819edf7053779678e580a115
254,"XO Tour Llif3","Lil Uzi Vert",79,155,"melodic rap, philly rap, rap, trap","Hip Hop","Luv Is Rage 2",2017-08-25,3:02,73,75,0,0,40,20,10,-6,B Minor,4,2021-10-27,7GX5flRQZVHRAGd6B4TmDO,"Generation Now/Atlantic",10A,https://p.scdn.co/mp3-preview/db1588affae2bb69ead6ce277bb128d54fa82044?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485141b41e6f7924e530a9b00f9c
255,"Leave Me Alone","Flipp Dinero",66,150,"melodic rap, pop rap, rap, trap, underground hip hop, vapor trap, viral rap","Hip Hop","LOVE FOR GUALA",2019-11-22,3:15,79,74,11,0,74,0,10,-3,G Major,4,2021-10-27,6V7g6qM8wheMivMWrzbPTM,"Cinematic/Epic/We The Best",9B,https://p.scdn.co/mp3-preview/c9f0dd07c46a94a0fdb3c1e1abcc486c4c3de0c6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b164878e278ee736452836c7
256,"Yes, No, Maybe","Dam Swindle,Tom Misch",44,110,"deep disco house, deep house, disco house, float house, indie soul, jazz pop","Dance/Electronic, R&B, Jazz","High Life",2018-05-28,5:32,82,81,3,58,53,0,10,-9,F Minor,4,2021-10-28,2jx9VNmPInE1d2m2T9eotT,"Heist Recordings",4A,https://p.scdn.co/mp3-preview/114ce116e124a773664b6878e0482e2afb6c987b?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bd4b15df50c73e4725e956f8
257,"potage","tricot",40,87,"japanese math rock, japanese post-rock, math rock","Rock","potage",2018-05-19,4:06,30,58,2,0,50,0,10,-5,C Minor,4,2021-10-29,6n9AvpTLSNunpIr2Gr2AXa,"BAKURETSU RECORDS",5A,https://p.scdn.co/mp3-preview/a0513d6f0aa0916db99c82742e54c4f59e5803e6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048510f0f8f3c346fc42cfdcf28f9
258,"Crawl","Breaking Benjamin",53,169,"alternative metal, nu metal, post-grunge","Metal","Dear Agony",2009-01-01,3:58,26,92,0,0,41,0,20,-3,F Minor,4,2021-10-29,2G1xOn9PhRgi63XWp2ToZx,"Hollywood Records",4A,,https://i.scdn.co/image/ab67616d0000485108cdafd988bd04d9b14159d3
259,"Fire (feat. Jolie and the Key)","Phonat,Jolie,The Key",18,104,"filter house, ","Dance/Electronic","Fire (feat. Jolie and the Key)",2015-07-31,3:12,60,74,0,0,60,10,10,-8,F Minor,4,2021-11-01,1CGMbXotw37W2TGOc16Kdj,"OWSLA",4A,https://p.scdn.co/mp3-preview/f98951fd7fa92924b267d0c978d4cf040f13f45f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485147dafc07504f14b43bbd350d
260,"Never - Icarus Remix","Phonat,Icarus",9,105,"filter house, ","Dance/Electronic","Never EP",2015-05-20,5:50,62,77,13,66,34,0,10,-8,B Minor,4,2021-11-01,1swhIuKYKS5QsbkNBaZWGU,"OWSLA",10A,https://p.scdn.co/mp3-preview/8a74fe46e6cab95fc6f1bde856b11ec3250e43ed?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f8fe22ec47e39c03f60377c0
261,"Push & Pull","SpectraSoul",0,170,"drum and bass, drumfunk, liquid funk","Dance/Electronic","How We Live",2017-10-20,4:33,69,85,0,89,39,30,30,-6,D Major,4,2021-11-02,4daYKgPngemIwAFGV1inIk,"Ish Chat Music",10B,,https://i.scdn.co/image/ab67616d000048516d161ce0126ecda3f7a31d2a
262,"Stacy's Mom","Fountains Of Wayne",71,118,"alternative rock, pop rock, power pop","Rock, Pop","Welcome Interstate Managers",2003-01-01,3:17,77,75,0,0,93,0,0,-5,B Minor,4,2021-11-02,27L8sESb3KR79asDUBu8nW,"S-Curve Records",10A,,https://i.scdn.co/image/ab67616d00004851079e826265dffc3a8a26bac5
263,"Anything You Want","JAWNY",60,112,"bedroom pop, indie pop","Pop, Rock","Anything You Want",2020-02-27,2:03,80,78,14,0,93,0,10,-5,F#/G♭ Minor,4,2021-11-04,78LMazmfqncADjyJVae8dN,"Johnny Utah LLC",11A,,https://i.scdn.co/image/ab67616d00004851d29eaa1f4c2e4d614b790b82
264,"SWAG","YG",45,158,"cali rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap","Hip Hop","My Life 4Hunnid",2020-10-02,2:31,86,58,2,0,80,30,0,-7,G#/A♭ Minor,4,2021-11-05,5habTtFTtdeDrMfqzJPHES,"Def Jam Recordings",1A,,https://i.scdn.co/image/ab67616d00004851dabce22a1c4152462ac628b2
265,"Cristal (feat. BxRod)","Cráneo,Made in M,BxRod",16,82,"mexican hip hop, urbano espanol, chillhop, lo-fi beats, ","Dance/Electronic, Hip Hop, Latin","Dalsy",2016-06-26,3:25,82,26,75,0,34,30,10,-13,D#/E♭ Major,4,2021-11-07,2WBtEzeRU4DIylOZg9iHyu,"Guayaba Records",5B,,https://i.scdn.co/image/ab67616d0000485150517b5b33b02766459cbf48
266,"Revolving Door","Crazy Town",37,90,"alternative metal, funk metal, nu metal, rap rock","Metal, Rock","The Gift Of Game",1999-11-04,3:40,68,85,4,0,77,0,10,-4,A Minor,4,2021-11-08,29BNwy4DiJbLSf796C337g,"Columbia",8A,https://p.scdn.co/mp3-preview/6f188b9c32221cb98f1e901ee1238865909200c7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851be3d60f650c3b9dbad061f7f
