#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
142,"Disfruto Lo Malo","Junior H,Natanael Cano",67,110,"corridos tumbados, musica mexicana, nueva musica mexicana, sad sierreno, sierreno, corrido","Latin","Corridos Tumbados",2019-10-31,3:07,68,63,52,0,71,0,10,-7,F#/G♭ Minor,3,2021-03-22,7LH2UUuyMHt7035PLZQ8wx,"Rancho Humilde",11A,https://p.scdn.co/mp3-preview/d186070f76d51388734c2876c5e48fa2234c47b1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cda237a502031f4caa2c1bde
143,"Amor Tumbado","Natanael Cano",70,100,"corrido, corridos tumbados, musica mexicana, nueva musica mexicana, sad sierreno, sierreno","Latin","Mi Nuevo Yo",2019-12-24,3:41,54,71,33,0,46,0,0,-6,F#/G♭ Minor,3,2021-03-22,5aJ1M43pinROpwaPnO8KRj,"Rancho Humilde",11A,https://p.scdn.co/mp3-preview/b3fead336f8c5a1096384c2191138c5999ff1382?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b621e5024b3157a800bfa971
144,"Ella","Junior H",75,185,"corridos tumbados, musica mexicana, nueva musica mexicana, sad sierreno, sierreno","Latin","Corridos Tumbados",2019-10-31,4:19,48,73,36,0,66,0,0,-4,E Minor,3,2021-03-26,0tKl8ZVM6xJkhznvJAS3Nq,"Rancho Humilde",9A,https://p.scdn.co/mp3-preview/6790f89bb67fd592592a6e786684170f82322229?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cda237a502031f4caa2c1bde
145,"12:34 AM","Billy Lemos,Omar Apollo,Maxwell Young",61,90,"bedroom pop, indie r&b, bedroom soul, pop, chillhop","Pop, R&B, Dance/Electronic","12:34 AM",2017-06-27,2:07,71,47,66,7,32,10,10,-12,C♯/D♭ Major,4,2021-04-08,16iNVfWKKZPDjctIcd0KMn,"Billy Lemos",3B,https://p.scdn.co/mp3-preview/edf22ad1ab26a3fe1f7122ce42d5bc6d8ad1789c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512d3e195ab46f36e99c78388d
146,"Silver Lining","Mt. Joy",68,144,"indie folk, modern rock, stomp and holler","Folk/Acoustic, Rock","Mt. Joy",2018-03-02,3:18,54,62,0,0,20,0,10,-7,C Major,4,2021-04-18,0i5QVxsK3IvEDbUjTA64Li,"Dualtone Music Group, Inc.",8B,https://p.scdn.co/mp3-preview/45476d813057be2fddec814a0e6512e443584f5d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485119ed71aa39d8e1d791aa9af6
147,"Sheep","Mt. Joy",57,81,"indie folk, modern rock, stomp and holler","Folk/Acoustic, Rock","Sheep",2017-01-18,3:35,50,50,89,0,29,0,0,-8,D Major,4,2021-04-18,7412fpVfB2PSSb1nENQczC,"Mt. Joy",10B,https://p.scdn.co/mp3-preview/f5e3435bf14d38c66350974f15e91c4a4017829f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512e584e913464aa3fecd7b24c
148,"Pa Dentro","Juanes",39,126,"colombian pop, latin pop, mexican pop, rock en espanol, tropical","Latin","Pa Dentro",2018-05-31,3:15,56,85,48,1,70,20,30,-4,A Minor,5,2021-04-18,7flNdUykV5LYDRv8wQDbsx,"National Own",8A,,https://i.scdn.co/image/ab67616d00004851d69257f4e27476c6b997d221
149,"Two Weeks","Grizzly Bear",64,160,"alternative dance, art pop, baroque pop, brooklyn indie, chillwave, dream pop, indie rock, modern rock, new weird america, stomp and holler","Rock, Pop, Folk/Acoustic","Veckatimest",2009-05-24,4:03,54,71,29,1,70,0,0,-6,F Major,4,2021-04-18,0iTpQYzJnYgh7kIxyq8A2O,"Warp Records",7B,,https://i.scdn.co/image/ab67616d00004851f5819f138439b3ac881a2a6b
150,"Rawnald Gregory Erickson the Second","STRFKR",60,96,"chillwave, indie rock, indietronica, modern rock","Rock, Pop","Starfucker",2008-09-23,2:53,90,54,23,84,71,0,20,-8,G Major,4,2021-04-25,4j4pPKE3xAblPIbhxScC1j,"Badman Recording Co",9B,https://p.scdn.co/mp3-preview/0016cd04127771d18ae496afb1b722a6d19a7689?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a42a9e3de0baca2e178d0c73
151,"10%","KAYTRANADA,Kali Uchis",64,108,"escape room, lgbtq+ hip hop, colombian pop, pop","Latin, Pop, Hip Hop","BUBBA",2019-12-13,3:06,79,76,3,0,62,10,0,-7,F#/G♭ Minor,4,2021-05-07,41SwdQIX8Hy2u6fuEDgvWr,"KAYTRANADA/RCA Records",11A,https://p.scdn.co/mp3-preview/bdef435686ff6fe442a9b5a0aa22e69b76fd21a7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519b6375bad39943011986c247
152,"Good To Sea","Pinback",0,100,"indie rock","Rock","Autumn of the Seraphs",2007-09-11,3:11,77,78,50,0,93,0,50,-8,G Major,4,2021-05-10,2EH1ZVZx2wPGtQb5V2hNih,"Touch and Go Records",9B,,https://i.scdn.co/image/ab67616d00004851a3708b5baa5ec5f353324f81
153,"Mi Vicio","Eslabon Armado,T3R Elemento",61,102,"corrido, corridos tumbados, nueva musica mexicana, sad sierreno, sierreno, musica mexicana, norteno","Latin","Summer School Mixtape, Vol. 1",2020-08-21,3:14,51,66,62,0,86,0,0,-8,F Major,3,2021-05-10,6sGYPF1Ud3pYSyh28XOUp2,"DEL Records",7B,https://p.scdn.co/mp3-preview/e76f5d0d367866001b7d494e4684fa6e90501c20?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cc611438d223b37132bf70e0
154,"Mindplay","Roza",21,96,"","","See Me Fly",2020-09-11,2:30,84,43,30,0,79,30,30,-9,G#/A♭ Minor,4,2021-05-11,3uIfLD5jc4sEfnUUWt38py,"Artlist Original",1A,https://p.scdn.co/mp3-preview/f717a7f81093f793c18d5e9310f6482509b14d89?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514d6124592f0abc455be6110d
155,"Borro Cassette","Maluma",73,176,"reggaeton, reggaeton colombiano, urbano latino","Latin","Pretty Boy, Dirty Boy",2015-10-30,3:27,73,70,13,0,79,10,10,-6,F Minor,4,2021-05-18,6DUdDIRgLqCGq1DwkNWQTN,"Sony Music Latin",4A,https://p.scdn.co/mp3-preview/18a5b42281ee04268e3d569a53d790f07e547646?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513c3acd23605ccd1a9fd038bd
156,"El Perdedor","Maluma",66,174,"reggaeton, reggaeton colombiano, urbano latino","Latin","Pretty Boy, Dirty Boy",2015-10-30,3:26,70,73,43,0,88,10,10,-5,C Minor,4,2021-05-18,1iEwyiSLAunPR6uouANE0O,"Sony Music Latin",5A,https://p.scdn.co/mp3-preview/9807fa2c4b563e9a2806993e5bb9b0fc9c743b7c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513c3acd23605ccd1a9fd038bd
157,"Flight of The Pterodactyl - Original Mix","Christian Martin,Ardalan",12,124,"bass house, persian electronic","Dance/Electronic","Dirtybird BBQ: Secret Sauce",2016-06-14,5:48,80,61,1,89,57,0,60,-10,F Minor,4,2021-05-20,3gp40mFzkCFp7P7h7XFVz1,"DIRTYBIRD",4A,https://p.scdn.co/mp3-preview/97ae19771dc1028851ed82e4e926eaf3605f668d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b4212619c10d2e9be39569c6
158,"Feral Youth","Gigamesh",35,116,"nu disco","R&B","Feral Youth",2019-01-24,3:39,86,53,13,65,45,10,0,-8,F#/G♭ Major,4,2021-05-27,1PmvYBtCUQZVpA9tV5ZV21,"Hyperreal",2B,https://p.scdn.co/mp3-preview/fdabaad797d17b57173d27cdbf1a7481f4e72c27?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485103d8af367f8226e26cfe0ac6
159,"Pupila","ANAVITÓRIA,Vitor Kley",66,89,"folk brasileiro, nova mpb, pop lgbtq+ brasileira, pop nacional, brazilian edm","Dance/Electronic, Folk/Acoustic, Latin, Pop","Pupila",2019-07-05,3:22,72,43,40,0,43,10,10,-10,A#/B♭ Major,4,2021-05-29,7Gk5OrMYaMRtT2JmgJVAfk,"Universal Music Ltda.",6B,,https://i.scdn.co/image/ab67616d00004851e9a8ddcbc5dc940386f695df
160,"Ella No Es Tuya - Remix","Rochy RD,Myke Towers,Nicki Nicole",66,97,"dembow, dominican pop, rap dominicano, urbano latino, reggaeton, trap latino, argentine hip hop, r&b argentino, trap argentino","Hip Hop, Latin, Pop, R&B","Ella No Es Tuya (Remix)",2021-02-03,3:38,59,61,39,0,96,20,60,-4,F#/G♭ Major,4,2021-05-29,5YYW3yRktprLRr47WK219Y,"Sony Music Latin",2B,https://p.scdn.co/mp3-preview/24aae0576948a364684e3c8767c2b80259dcac8e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517e4b101046479cd4568a3cbc
161,"Fire","Diskopunk",40,116,"swedish indie pop","Dance/Electronic","Fire",2016-03-22,3:17,74,80,1,1,50,0,10,-4,A Minor,4,2021-05-30,5jRJlGB5EP7HFKwYBKvlSA,"Diskopunk",8A,https://p.scdn.co/mp3-preview/196dd90ad2fafba9534bdb7307cfb4cc3e2687ab?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851485aec75dc3a1ab1c60d03ad
162,"Miracle Man","Oliver Tree",57,140,"alternative hip hop","Hip Hop","Ugly is Beautiful",2020-07-17,2:05,67,48,9,0,66,0,40,-8,C Major,4,2021-05-30,2PFnwW05Wh0MYkfZxSwfuf,"Atlantic Records",8B,https://p.scdn.co/mp3-preview/0f102d0f601f74666cb1fc776b8ac3938da0f792?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851bf5af474b6ed745faf53f508
163,"I Found Love","Yarah Bravo",0,93,"","","Love Is The Movement",2014-04-30,4:22,89,41,10,0,50,40,70,-8,F Minor,4,2021-06-08,77tviKIXH9uuErKOHoSiMO,"Duzz Down San",4A,,https://i.scdn.co/image/ab67616d000048514b100319e30ea2c2dcf43331
164,"Cool","Soccer Mommy",38,107,"art pop, bubblegrunge, indie pop, indie rock, small room","Pop, Rock","Clean",2018-03-02,3:16,64,66,45,0,75,0,10,-9,A Major,4,2021-06-15,3FeyKZZcU7ywuJ0LtFSuBO,"Fat Possum",11B,https://p.scdn.co/mp3-preview/aede08e31edc24bea3daca72c3816648815dc5e5?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515b3865880c7946fd6283db25
165,"Cumulus","LP Septet",0,100,"electric bass","Jazz","LP Septet",2012-06-01,4:12,73,74,6,74,68,0,10,-9,B Minor,4,2021-06-16,24zFpmXLoKFjtEJKKsnckq,"LP Septet",10A,,https://i.scdn.co/image/ab67616d000048511b680aeae609c9192111af86
166,"Hand Of Blood","Bullet For My Valentine",47,94,"alternative metal, melodic metalcore, metalcore, nu metal, uk metalcore, welsh metal","Metal","The Poison",2005,3:36,38,99,0,0,49,0,0,-3,G#/A♭ Major,4,2021-06-16,1EJzHoU6rg1afMozs9t6aM,"20-20 Entertainment LLC",4B,https://p.scdn.co/mp3-preview/244a5804f58910cf4b4149b17c72eccd61246b0a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485140deaedd1bc625494819049b
167,"MALAMENTE - Cap.1: Augurio","ROSALÍA",64,98,"r&b en espanol","R&B","El Mal Querer",2018-11-02,2:30,89,48,55,2,53,0,0,-5,C Minor,4,2021-06-20,1B0BQaSRHxhI0AUlItY3LK,"Columbia",5A,https://p.scdn.co/mp3-preview/baa401ec230d0b52fdcdb4acdfa438c89d650c77?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f4d64a6a6b7e24b6bd9f009f
168,"Con Altura","ROSALÍA,J Balvin,El Guincho",71,98,"r&b en espanol, reggaeton, reggaeton colombiano, urbano latino, musica canaria","Latin, R&B","Con Altura",2019-03-28,2:41,88,69,39,0,75,10,0,-4,F#/G♭ Major,4,2021-06-20,2qG5sZ7Si6sdK74qLxedYM,"Columbia",2B,https://p.scdn.co/mp3-preview/d544d886ff0522eb1f88b68e07484be10c2dce57?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485165b0e3e1bd8b5fe2f602c1ea
169,"G.I. Joe (feat. Louie Ray)","Lil Yachty,Louie Ray",47,150,"atl hip hop, melodic rap, rap, trap, viral rap, flint hip hop","Hip Hop","Michigan Boy Boat",2021-04-23,2:46,85,69,3,0,70,20,10,-6,B Minor,4,2021-07-03,7canqyzMKUYBq5DMRJMMoG,"Quality Control Music/Motown Records",10A,,https://i.scdn.co/image/ab67616d00004851ce747f352b4b912c229fd84f
170,"Split/Whole Time","Lil Yachty",54,145,"atl hip hop, melodic rap, rap, trap, viral rap","Hip Hop","Lil Boat 3",2020-05-29,3:59,67,49,20,0,39,40,10,-9,A Minor,4,2021-07-03,62hpoPrA3rtfeX1aWONig5,"Quality Control Music/Motown Records",8A,,https://i.scdn.co/image/ab67616d000048515ee839f6415e0d02fc4f2b49
171,"Triple Double","Jean Dawson,A$AP Rocky",25,122,"modern indie pop, east coast hip hop, hip hop, rap, trap","Hip Hop, Pop","Pixel Bath",2020-10-23,3:42,56,84,27,0,48,0,60,-4,A Major,4,2021-07-13,4VsPMNoTStZSShv1bJwrv5,"Dew Process",11B,https://p.scdn.co/mp3-preview/2436ad6f97079fde0c5c1d17351361b84d136db8?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b111f0ccb858f42da1f91b8d
172,"La belle vie","Sacha Distel",50,76,"chanson, ye ye","Easy listening, Rock","Sacha Distel: Crooner",2014-11-15,2:03,20,40,79,0,25,0,30,-9,G Minor,4,2021-07-29,78OdnOhPOk19xYhGAKgjCO,"Prosadis",6A,https://p.scdn.co/mp3-preview/1ae286000563acda8d2e5fbae90fb997a26df10a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a968a787ddbe4d5c48d0519b
173,"Shy","Leon Bridges",56,92,"modern blues, soul","Blues, R&B","Good Thing",2018-05-04,3:14,80,50,28,0,83,0,10,-5,G#/A♭ Minor,4,2021-07-30,407qAIie8sIEgquKD1AAd2,"Columbia",1A,https://p.scdn.co/mp3-preview/51eb1def0b7c19c0bcd01fd13e8b58970191a28d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a47ee7a49c53ccdcb38dc874
174,"Hearts On Fire","Cut Copy",47,125,"alternative dance, australian dance, australian electropop, chillwave, dance-punk, electronic rock, electronica, electropop, filter house, indie rock, indietronica, modern rock, neo-synthpop, new rave, nu disco","Rock, Dance/Electronic, Pop, R&B","In Ghost Colours",2008-01-01,4:52,58,96,4,93,73,0,20,-4,A#/B♭ Minor,4,2021-07-30,0pAisVoZ7Gybjvm0q7AoVu,"Universal Music Australia Pty. Ltd.",3A,,https://i.scdn.co/image/ab67616d00004851063651446188d0425c2173cb
175,"Artsick","tricot",0,159,"japanese math rock, japanese post-rock, math rock","Rock","The",2013-10-02,5:02,32,79,4,2,52,0,20,-4,G Major,3,2021-07-30,4KRIGVq2Fr1UDjchXvWuR8,"Bakuretsu Records",9B,,https://i.scdn.co/image/ab67616d000048513463e832119a0b27b9150e9d
176,"Can't Hang","Justin Jay",30,124,"deep disco house","Dance/Electronic","Home",2017-10-12,4:02,88,45,0,52,13,0,10,-9,C Major,4,2021-07-30,1lhXCia7YlGas8f7r0vdKN,"Fantastic Voyage",8B,https://p.scdn.co/mp3-preview/f71f6f33f16a76012d34ed3e934d958b42098873?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851b38ee985bd72529cb91d93e5
177,"JOHNNY","BROCKHAMPTON",44,80,"boy band, hip hop, rap","Pop, Hip Hop","SATURATION III",2017-12-15,4:11,61,86,44,0,87,30,20,-5,C Minor,4,2021-07-30,0q788echtkCMpQoQes4P6b,"QUESTION EVERYTHING, INC. / EMPIRE",5A,https://p.scdn.co/mp3-preview/5c4925d6fbacc20c575c37038d6326e6a8264368?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ef51817e6a6563b6f7ce5872
178,"love","DEAN,Syd",53,110,"k-pop, korean r&b, alternative r&b, chill r&b, indie r&b, indie soul, lgbtq+ hip hop, r&b","R&B, Pop, Hip Hop","love",2017-05-19,4:18,58,67,0,0,37,0,10,-7,B Major,4,2021-07-30,6wcRv0UBvEH9NCIA3IVyQs,"Universal Music Ltd.",1B,,https://i.scdn.co/image/ab67616d00004851ed3e641e274840b817860773
179,"It's Not Safe To Swim Today","Veil Of Maya",5,199,"deathcore, djent, melodic metalcore, metalcore, technical deathcore","Metal","The Common Man's Collapse",2008-04-01,2:43,24,93,0,1,41,10,40,-6,B Minor,3,2021-07-30,1O38mZANkevlggfDhNMmG2,"Sumerian Records",10A,,https://i.scdn.co/image/ab67616d000048516064a37c8a5e4037057fc2ee
180,"Chances","The Strokes",54,104,"alternative rock, garage rock, modern rock, permanent wave, rock","Rock, Blues","Comedown Machine",2013-03-25,3:36,56,57,37,61,53,0,10,-10,F#/G♭ Major,4,2021-08-04,718purgMpFb2Axhuz0Hbq1,"RCA Records Label",2B,https://p.scdn.co/mp3-preview/2c033a4b6870f78bc4c607d36972db44b8eb1a88?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f07ef193e0bb6a238ea37f0a
181,"Californication","Red Hot Chili Peppers",78,96,"alternative rock, funk metal, funk rock, permanent wave","Rock, Metal","Californication (Deluxe Edition)",1999-06-08,5:29,59,77,0,0,33,0,10,-3,A Minor,4,2021-08-06,48UPSzbZjgc449aqz8bxox,"Warner Records",8A,https://p.scdn.co/mp3-preview/9acb29dd77bbaa50e13e655b68ef5c0a99549a38?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485194d08ab63e57b0cae74e8595
182,"Fancy Like","Walker Hayes",4,80,"contemporary country, country, country road, modern country rock","Country","Country Stuff",2021-06-04,2:41,65,76,11,0,84,0,30,-6,C♯/D♭ Major,4,2021-08-06,3ZozFqJJlDBNIm4xqxn2ZD,"Monument Records",3B,,https://i.scdn.co/image/ab67616d000048513c6ee37ea6c8d68b7e599b41
183,"How We Breathe","Pinback",0,160,"indie rock","Rock","Autumn of the Seraphs",2007-09-11,4:07,69,47,20,77,45,0,10,-11,C Major,4,2021-08-11,4Bzudxky2VKAWoZtsR9JQ5,"Touch and Go Records",8B,,https://i.scdn.co/image/ab67616d00004851a3708b5baa5ec5f353324f81
184,"Pain","PinkPantheress",65,126,"","","Pain",2021-06-07,1:38,83,62,23,0,81,10,0,-8,C♯/D♭ Major,4,2021-08-13,7CIERzyqIwLVKGp00YbHRO,"Parlophone UK",3B,https://p.scdn.co/mp3-preview/3c574147a4287ffd3623f72266b6bf53294b711d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485128976d0c0940104dbb85ce09
185,"Just for me","PinkPantheress",63,133,"","","Just for me",2021-08-13,1:55,80,63,65,0,64,0,10,-7,C Major,4,2021-08-13,6OTKVgVpVaVjhRLYizPJKA,"Parlophone UK",8B,https://p.scdn.co/mp3-preview/0a72ccb2372fc8742212c008f1e1a6c6e564c37f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851604b12dca6ef6821bdf3f0a2
186,"Opaul","Freddie Dredd",60,145,"aesthetic rap, phonk","Hip Hop","Opaul",2018-04-26,2:20,82,87,1,39,65,20,10,-4,C♯/D♭ Major,4,2021-08-14,2slLXFcITuhf0oSp2wVJLv,"Doomshop Records/RCA Records",3B,https://p.scdn.co/mp3-preview/9278e46158e8b792850dce11dea79966d9c92369?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851de3760be510e0fe8c0803bbb
187,"Sunrise","Norah Jones",26,157,"adult standards, contemporary vocal jazz, jazz pop, neo mellow","Easy listening, Jazz, Folk/Acoustic","Feels Like Home (Deluxe Edition)",2004-02-10,3:20,54,31,95,8,65,0,10,-14,G#/A♭ Major,4,2021-08-25,0mKReTX6GsMqjdTTfNPlvc,"CM BLUE NOTE (A92)",4B,,https://i.scdn.co/image/ab67616d000048514b0477ea83ea18919629ac24
188,"Give You Up - Darius Remix","Crayon,KLP,Darius",0,108,"indie soul, new french touch, australian dance, filter house, jazz house, nu disco","Dance/Electronic, R&B","Crayon - Give You Up",2013-08-05,5:24,85,51,37,69,66,0,0,-9,D#/E♭ Minor,4,2021-08-28,232HDN1OQ12Pdw4qb9wzKu,"Partyfine",2A,,https://i.scdn.co/image/ab67616d00004851e5e8801f7ad512becb35e299
189,"Toothpaste Kisses","The Maccabees",48,102,"alternative dance, british indie rock, indie rock, modern rock, new rave","Rock","Colour It In",2007-01-01,2:39,46,43,90,10,47,0,30,-13,A Major,3,2021-08-30,6jeWgaprnGyAsRhUcNuZKX,"Polydor Records",11B,,https://i.scdn.co/image/ab67616d0000485155014ef1373932ecaeda4a27
190,"Looking Out for You","Joy Again",76,101,"indie garage rock","Rock","Looking Out for You",2016-01-15,2:59,68,90,9,6,94,0,0,-5,A Major,4,2021-09-10,3jfZ9M23l0L7RxzYMTgBTv,"Arista Records",11B,https://p.scdn.co/mp3-preview/88b663114eaf3b8392ac3e84c37efa7518edc633?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515448a3dfe8528453a3686fd6
191,"Japi","Sasha, Benny y Erik",49,204,"latin pop","Latin","Vuelta al Sol",2014-11-11,3:43,51,70,10,0,83,0,10,-5,B Minor,4,2021-09-11,3VhqlPwdb8WGdiPOj4D5DE,"Columbia",10A,https://p.scdn.co/mp3-preview/61028331173b311f2ac085d4e05c6f92e01ff9d1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048514f976110c67352419dec15cf
192,"When The Sun Goes Down","Arctic Monkeys",58,169,"garage rock, modern rock, permanent wave, rock, sheffield indie","Blues, Rock","Whatever People Say I Am, That's What I'm Not",2006-02-21,3:22,35,88,3,0,41,20,10,-5,B Minor,4,2021-09-11,0ZRrJTPXDToRJ2iLo9oLrW,"Domino Recording Co",10A,https://p.scdn.co/mp3-preview/34a006dd40227cdb10e39be82d9372a8d0b3e662?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851dcd504f678c14b1593605ff5
193,"Out of Touch","Kainalu",30,100,"neo-psychedelic, wisconsin indie","Folk/Acoustic","Lotus Gate",2019-06-18,3:56,80,71,22,2,70,0,0,-5,A Minor,4,2021-09-12,3ceLhrZCwCmczeMgByIzuI,"Kainalu",8A,https://p.scdn.co/mp3-preview/8f2baad79a1883ccedd32054f04c70736f1f5e38?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851795fbfc54e1dd46c828e9375
194,"You & Me - Flume Remix","Disclosure,Eliza Doolittle,Flume",63,75,"edm, house, pop, uk dance, lilith, australian dance, australian electropop, australian indie, downtempo","Dance/Electronic, Folk/Acoustic, Pop","Settle (The Remixes)",2013-06-11,4:42,59,39,38,0,25,0,10,-7,A#/B♭ Minor,4,2021-09-13,1snNAXmmPXCn0dkF9DaPWw,"Universal-Island Records Ltd.",3A,,https://i.scdn.co/image/ab67616d000048517cc97670c72e565337cfb3e0
195,"Supalonely (feat. Gus Dapperton)","BENEE,Gus Dapperton",58,129,"alt z, nz pop, pop, bedroom pop, indie pop, indie poptimism","Pop, Rock","Hey u x",2020-11-13,3:43,86,63,29,0,84,0,10,-5,G Major,4,2021-09-15,3GZoWLVbmxcBys6g0DLFLf,"Republic Records",9B,,https://i.scdn.co/image/ab67616d000048514bd20e01d00de4b35b61f5f7
196,"Celebration Song","Unwritten Law",48,185,"pop punk, punk, skate punk","Rock, Metal","Here's To The Mourning",2005,3:40,39,96,0,0,61,10,0,-4,C♯/D♭ Major,4,2021-09-17,1uDhHTNIBF5BJQWTjKnCoa,"Lava/Atlantic",3B,https://p.scdn.co/mp3-preview/1724df3c135347d6a535d4db7e6394967b24c723?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851689eb02982caae61fd372083
197,"July","Betcha",0,100,"modern alternative rock, modern rock, nashville indie","Rock, Folk/Acoustic","Closer to the Sun",2020-08-14,3:27,61,66,1,2,57,0,0,-6,F#/G♭ Minor,4,2021-09-27,1aAIaabQz3Oue6C3ZLGZqp,"Atlantic Records",11A,,https://i.scdn.co/image/ab67616d00004851c380a7bd2d39221b0e454c44
198,"Guitar Beat","Prelow",43,167,"nyc pop","Pop","Guitar Beat",2017-02-24,3:25,66,79,5,2,78,10,0,-5,B Minor,4,2021-09-27,5xPcLp3G2eaR2rrKHKsFME,"Artist Partner",10A,https://p.scdn.co/mp3-preview/46ed3ffbe08372ca6cba99de5b3970a61d6f99f1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851759ad4f119d0549795cc5a88
199,"Dig","Incubus",59,78,"alternative metal, alternative rock, funk metal, funk rock, nu metal, pop rock, post-grunge, rock","Metal, Rock, Pop","Light Grenades",2006-11-28,4:17,45,90,3,0,46,0,10,-5,B Major,4,2021-09-27,5wvYib82q05wiNjLElD8GJ,"Epic/Immortal",1B,https://p.scdn.co/mp3-preview/7f7f183ad4beb36635e648184d7dab216f02ba21?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485158f4ef37dc0cdb68f858808d
200,"No Sunshine","Zach Criss",0,109,"","","No Sunshine",2020-05-10,2:29,53,32,82,0,86,0,10,-8,A#/B♭ Major,4,2021-09-28,6wlAGv0jEiTO7Bd9l7va8C,"1562146 Records DK",6B,https://p.scdn.co/mp3-preview/e2bbeb555b1518a70408c7682037bfd9b755e065?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d7cb6d33c70a5ad44b763161
201,"Love On Earth","Marc Bianco,Taphari",0,122,"","","Fyrefest",2020-05-17,3:56,72,93,1,3,69,20,30,-6,F#/G♭ Major,4,2021-09-28,1TEXmcami9wNcoKe7t5Dv9,"Fada Records",2B,https://p.scdn.co/mp3-preview/4bc9a75fbdd99fdb52e48c7614d797c424084ff1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519f894e5c37f1e8be8173b233
202,"Feed Me Dope","Future",51,150,"atl hip hop, rap, southern hip hop, trap","Hip Hop","SUPER SLIMEY",2017-10-20,2:46,85,69,1,0,56,30,10,-7,G#/A♭ Minor,4,2021-09-28,3lyeSiAIdLoZUHhV8psOTI,"Epic/300/Atlantic Recording Corporation",1A,https://p.scdn.co/mp3-preview/96d8c753bc15666e3c33108dc304ed3c122836ca?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515998097d9467eccb3e99b8c1
